SpecID	Species	Wings	Green	Brown	Combined	Polymorphic	Pied	SexualDimorphism	AgeDependence	OtherVariants	RemarksMorphs	SourceMorphs
S03890	Poecilimon (Poecilimon) mariannae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S03900	Poecilimon (Poecilimon) marmaraensis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of multiple green on google search
S03910	Poecilimon (Poecilimon) miramae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S03920	Poecilimon (Poecilimon) mytilenensis	.	dominant	regular	dominant-regular	polymorphic	absent	weak	absent	.	.	images of both morphs on GoE
S03930	Poecilimon (Poecilimon) nobilis	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	reddish	.	"image of reddish individual on GoE, image of non-green on http://www.naturagraeca.com/ws/upload/gallery/thumbs/26/gId26_dt20130409_135633_3._DK2.jpg"
S03940	Poecilimon (Poecilimon) nonveilleri	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images on OSF
S03950	Poecilimon (Poecilimon) obesus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S03960	Poecilimon (Poecilimon) oligacanthus	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S03970	Poecilimon (Poecilimon) orbelicus	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	reddish	.	"image of reddish individual on GoE, image of quite pale individual in Field Guide Greece, image of brown (reddish) on GoE"
S03980	Poecilimon (Poecilimon) ornatus	short	dominant	rare	dominant-rare	polymorphic	absent	weak	absent	.	.	image of brown individual in Bellmann and GoE
S03990	Poecilimon (Poecilimon) pechevi	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04000	Poecilimon (Poecilimon) pergamicus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	"images on GoE,  few individuals on google search"
S04010	Poecilimon (Poecilimon) pindos	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images on GoE
S04020	Poecilimon (Poecilimon) pliginskii	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green in OSF
S04030	Poecilimon (Poecilimon) propinquus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of some rather dark individuals on google search
S04040	Poecilimon (Poecilimon) pseudornatus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	"images on OSF, one image on flickr"
S04050	Poecilimon (Poecilimon) roseoviridis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	image of green on https://www.iucnredlist.org/species/68458981/70271356
S04060	Poecilimon (Poecilimon) sanctipauli	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	image of quite pale individual in Field Guide Greece
S04070	Poecilimon (Poecilimon) schmidtii	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	quite many images of green on flickr and google search
S04080	Poecilimon (Poecilimon) scythicus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	multiple green on google search and one on flickr
S04090	Poecilimon (Poecilimon) similis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	one green on google search
S04100	Poecilimon (Poecilimon) soulion	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	few images on google search
S04110	Poecilimon (Poecilimon) sureyanus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	few images on google search
S04120	Poecilimon (Poecilimon) syriacus	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04130	Poecilimon (Poecilimon) tauricus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green in OSF
S04140	Poecilimon (Poecilimon) thessalicus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04150	Poecilimon (Poecilimon) thoracicus	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	quite many images of green on flickr and google search
S04160	Poecilimon (Poecilimon) tricuspis	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04170	Poecilimon (Poecilimon) turcicus	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04180	Poecilimon (Poecilimon) ukrainicus 	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images on GoE
S04190	Poecilimon (Poecilimon) veluchianus	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	image of non-green on GoE
S04200	Poecilimon (Poecilimon) vodnensis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of a few green on google search
S04210	Poecilimon (Poecilimon) werneri	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	image of almost fully non-green on GoE
S04220	Poecilimon (Poecilimon) zimmeri	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04230	Poecilimon (Poecilimon) zwicki	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	image of quite pale individual in Field Guide Greece
S04240	Polysarcus denticauda	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	gregarious form darker	.	images of two clearly non-green in OrthopteraApp
S04250	Polysarcus scutatus	short	dominant	regular	dominant-regular	polymorphic	absent	weak	absent	males more frequently dark	.	"image of brown male in Field guide France and Bellmann, image of green in Bellmann"
S04260	Polysarcus zacharovi	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	only few individuals on google search
S04270	Odontura aspericauda	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"just on image in Fauna Catalunya, many green on flickr, one brown https://www.flickr.com/photos/126688171@N06/48357276487/in/photolist-Go3jzf-VnaGsD-PNkGag-7uqTk6-G1dWw1-WkMQU9-FuSYUA-Qzwv7H-2egdbNd-F8vNGQ-SVUs7f-RvEekZ-247k5DF-T9nfon-WkMR4C-wjn64g-TiKJ2H-28TnxdP-2gBY7YE-bnTfri-SzGoTL-25K8Ljq-229YxG5-2gBYEK6-ScGnvs-HF5LRG-2gFa47r-23QaDhJ-2gBY9PD-SVUqEs-ThacvE-2gFaMaa-2gFaFyk-23F2CcN-GjuCDt-2evNrHK-2gBYbND-8eN5tb-QTuHhC-9CCdRC-Sb2qXD-9prBLG-visTnr-vijyuo-CRCpgZ-vitn4Z-9poAmr-DP2ere-bS2iE6"
S04280	Odontura (Odontura) borrei 	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	reddish	.	"only few images on google search, images of brown (reddish) and mentioned in Field Guide Italy"
S04290	Odontura (Odontura) calaritana	short	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	absent	.	only few images	non-green individual on https://www.naturamediterraneo.com/forum/foto.asp?TOPIC_ID=178006
S04300	Odontura (Odontura) glabricauda	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	non-green individual on https://www.flickr.com/photos/69055300@N05/8735661713/in/photolist-eiWxT8-bxef4q-bL6aTa-epeub9-dSeQ2a-9WcsrG-bL8Zgk-5u4dMx-bL916c-bxsLuj-bxekq1-bsukMA-bL8Yq6-Sb2qXD-bxbHMh-e1J6y1-bTMdsH-aDVtwf-bxemaG-aDURD1-byg26Y-bL7bDi-bxckBj-epevLd-bL75JF-bL732V-bsuk9s-bxfrF3-bL6DZ8-bFpeXF-aDUCj7-bxfqN1-bxfq3S-bLa6Mz-t74Yxz-bWixeh-bxbXBw-bL8dki-bxbJD1-bWg6Ds-bxejnq-bxen99-bL8cD4-bxbYZQ-brHX75-byg3Aw-bL7wo2-fU3nJV-bERhuN-bxfn4G
S04310	Odontura (Odontura) stenoxypha	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	only few individuals on google search
S04320	Odontura (Odonturella) macphersoni	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	"quite many images on flickr, few on google search, https://www.flickr.com/photos/69055300@N05/8735661713/in/photolist-eiWxT8-bxef4q-bL6aTa-epeub9-9WcsrG-dSeQ2a-bL8Zgk-bL916c-bxsLuj-bxekq1-5u4dMx-bsukMA-bL8Yq6-bxbHMh-e1J6y1-bTMdsH-aDVtwf-bxemaG-aDURD1-byg26Y-bL7bDi-bxckBj-epevLd-bL75JF-bL732V-bsuk9s-bxfrF3-bL6DZ8-bFpeXF-aDUCj7-bxfqN1-bxfq3S-bLa6Mz-bWixeh-bxbXBw-bL8dki-bxbJD1-bWg6Ds-bxejnq-bxen99-bL8cD4-bxbYZQ-brHX75-byg3Aw-bL7wo2-fU3nJV-bERhuN-bxfn4G-fU4nwc-fU4qo5"
S04330	Phaneroptera falcata	long	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	present	.	.	image of brown last instar http://jardifaune.canalblog.com/albums/insectes_de_nos_parcs___jardins/photos/89409025-dsc_0017.html
S04340	Phaneroptera gracilis	.	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	present	.	.	"images on GoE, image of clear brown on https://www.flickr.com/photos/djwalker-nl/39166987261/in/photolist-2gSsMGT-SwGsZu-SwGt3L-244m1Un-SwGtbw-22F43KP-2efwxCw-2dXyJzv-2dXyJvH-2dXyJBz-gtSCxv-2dXyJCM-2dXyJFH-2dXyJDD"
S04350	Phaneroptera nana	long	dominant	exceptional	dominant-exceptional	polymorphic	absent	absent	present	.	.	"many images, including multiple brown nymphae, image of brown imago on https://www.researchgate.net/figure/Phaneroptera-nana-Phaneropteridae-Klaus-Siedle_fig24_312496389 and https://www.flickr.com/photos/69055300@N05/7974996263/in/photolist-d9HWxz-vTrXiY-8R1Fwr-8R1FnH-7dNJnz-5YTfRk-5Vt7fZ-9ecJkk-fk893w-3eQmNN-B9zbGT-dJFUqS-e4ge6m-8RvS4V-6Kdigh-dDLdUC-57fDus-2ah9nMy-dtTALE-J2K16Y-2h54cEZ-gke36s-71e1vS-5aoJ5Z-5sQ6hi-oz2x3U-niHmWz-8PVrCA-JUKkQx-nYcdW3-96pXFi-3eQtBf-d1hk7Q-f6ciHU-8PSmC2-hbZbjj-fe32hy-fgfAzy-2htHG9p-6uoyqS-6K9dmK-6vSqXw-3eQtyd-oQwusi-5xajur-5q8gra-AMpBZ5-53sW7q-5wXMRX-5mG5pg"
S04360	Phaneroptera sparsa	.	dominant	rare	dominant-rare	polymorphic	absent	absent	present	nymphae brown	.	"images on brown nymphae on GoE, images of green in OSF, image of brown on https://www.flickr.com/photos/lagrimon/6170464549/in/photolist-apgf8P-jpjgTF-jm4Jks-ap9y49-atjb1j-a5h86B-gpPCf7-Vqs9hp-auidwa-jm2i1G-ntiHU2-jqoK6G-a91iPG-aq6G3u-9VrtLd-9WfGCU-9cNUAT-dHr5qP-aze9ZK-az4VgV-ap9y8S-9tGVc9-9YpLxb-NKfxpW-poqFxd-j9G6XT-2f54Cx4-dJFUvf-dJAsBX-NNvFnF-f3Dcwu-dJFUqS-217YgBp-f3DcBY-uLViAc-5qF5mq-Vc2GG3-S7437M-9GHZje-gHGmxJ-bxMVBx-cthshA-oLhtnh-QJ4rhJ-QLGXZ8-PES9cS-9WfGvE-gxTitc-xnFjAi-bsAK1m and https://www.flickr.com/photos/dicon/2904646984/in/photolist-jm4Jks-ap9y49-atjb1j-a5h86B-gpPCf7-Vqs9hp-auidwa-jm2i1G-ntiHU2-jqoK6G-a91iPG-aq6G3u-9VrtLd-9WfGCU-9cNUAT-dHr5qP-aze9ZK-az4VgV-ap9y8S-9tGVc9-9YpLxb-NKfxpW-poqFxd-j9G6XT-2f54Cx4-dJFUvf-dJAsBX-NNvFnF-f3Dcwu-dJFUqS-217YgBp-f3DcBY-uLViAc-5qF5mq-Vc2GG3-S7437M-9GHZje-gHGmxJ-bxMVBx-cthshA-oLhtnh-QJ4rhJ-QLGXZ8-PES9cS-9WfGvE-gxTitc-xnFjAi-bsAK1m-9VrtEq-df6WeT"
S04370	Tylopsis lilifolia	long	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	abundances unclear	.
S04380	Saga campbelli	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"image of green in Field Guide Greece, image of brown https://www.researchgate.net/figure/Saga-campbelli-gracilis-Histria-05082006-photo-Ionut-Iorgu_fig2_313218456"
S04390	Saga hellenica	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	image of green and brown in Field Guide Greece
S04400	Saga natoliae	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"image of green in Field Guide Greece, image of brown https://www.alamy.de/balkan-sagen-cricket-saga-natoliae-die-grosste-rauberische-insekten-in-europa-ein-mountain-road-samos-griechenland-europa-zu-durchqueren-image60560260.html"
S04410	Saga pedo	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"Field guide France, Austria"
S04420	Saga rammei	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"image of green in Field Guide Greece, image of brown https://www.biolib.cz/en/image/id250600/"
S04430	Saga rhodiensis	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"images of two brown in Field Guide Greece, images of multiple brown and one green on GoE"
S04440	Ctenodecticus bolivari	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S04450	Ctenodecticus granatensis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"only few images on google search, e.g. https://www.google.com/search?client=firefox-b-d&biw=1876&bih=1021&tbm=isch&sa=1&ei=HCrRXffaH8TJkwWWobyoBQ&q=Ctenodecticus+granatensis&oq=Ctenodecticus+granatensis&gs_l=img.3...9887.9887..10686...0.0..0.107.107.0j1......0....2j1..gws-wiz-img.jAMU-ETPpF0&ved=0ahUKEwj32MbGjfHlAhXE5KQKHZYQD1UQ4dUDCAY&uact=5#imgrc=a6LMt4wq1av_lM:"
S04460	Ctenodecticus lusitanicus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	several images of brown on google and flickr
S04470	Ctenodecticus major	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04480	Ctenodecticus masferreri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	just few indiviuals on google search
S04490	Ctenodecticus pupulus	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of multiple brown on google
S04500	Ctenodecticus ramburi	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04510	Ctenodecticus siculus	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	a few images of brown on google search
S04520	Ctenodecticus thymi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	a few images of brown on google search
S04530	Miramiola pusilla	.	NA	NA	NA	NA	NA	NA	NA	.	no images	"several images of brown on google, but identification not certain"
S04540	Decticus albifrons	long	exceptional	dominant	exceptional-dominant	polymorphic	absent	absent	absent	.	.	individual with clear green on http://naturewonders.org/picture?/2441/category/126-tettigoniidae
S04550	Decticus aprutianus	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	images of both morphs on http://www.pyrgus.de/Decticus_aprutianus_en.html
S04560	Decticus loudoni	short	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	images of both morphs in GoE
S04570	Decticus verrucivorus	long	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	"dorsal stripe, geographic variation"	.	.
S04580	Anadrymadusa (Anadrymadusa) brevipennis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S04590	Anadrymadusa (Anadrymadusa) ornatipennis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S04600	Anadrymadusa (Anadrymadusa) retowskii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images of brown on google search
S04610	Anadrymadusa (Orodusa) beckeri	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04620	Anadrymadusa (Orodusa) robusta	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	single image on http://nasekomus.ru/2014/08/10/kuznechik
S04630	Ceraeocercus fuscipennis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of multiple brown on OSF and Google search
S04640	Drymadusa dorsalis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple brown on google search
S04650	Lithodusa daghestanica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	mentioned in https://bioone.org/journals/journal-of-orthoptera-research/volume-18/issue-1/034.018.0107/Systematics-and-Bioacoustics-of-the-Genus-Lithodusa-Orthoptera--Tettigoniidae/10.1665/034.018.0107.full
S04660	Paradrymadusa galitzini	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S04670	Paradrymadusa picta	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple brown on google search
S04680	Paradrymadusa sordida	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S04690	Gampsocleis abbreviata	short	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	.
S04700	Gampsocleis glabra	long	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"images of brown in field guide France, multiple images of brown in OrthopteraApp, image of brown in Fauna Moldavia"
S04710	Gampsocleis schelkovnikovae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	multiple images of green in OSF and google search
S04720	Gampsocleis sedakovii	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"multiple images on flicke and google search, brown individual on flickr https://www.flickr.com/photos/evergestis/9354245496/in/photolist-ffmUnv-nrrnmL-e26TU9-e26TxN-ffAXhL"
S04730	Onconotus laxmanni	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images of brown on google search
S04740	Onconotus servillei	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"images of multiple brown on GoE and google search, Fauna Moldavia"
S04750	Eupholidoptera annamariae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04760	Eupholidoptera astyla	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	images of both morphs on http://www.pyrgus.de/Eupholidoptera_astyla_en.html
S04770	Eupholidoptera bimucronata	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	"images on OSF, mentioned in Fauna Italy"
S04780	Eupholidoptera cephalonica	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"image of brown in Field Guide Greece, image on https://www.flickr.com/photos/laughingthrush/22588632246/in/photolist-ArbEMj-Aq5DoE-zvuvo8"
S04790	Eupholidoptera chabrieri	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"image of brown on https://www.flickr.com/photos/photomaletic/21132923362/in/photolist-ycrKRC-PhzdYw-2h7eiur-a7RXu2-okX5ry-75db72-o46HrY-di8fNW-5sgfbC-KP94Wg-dDEPmT-VfVNT7-fCdoZS-2aRVck3-s9Gb2V-4TRJXR-di8gb1-75h3Ls-75h3qd-fBY61k-KiQTg8-d8SiCo-iw6aNh-4ioM6W-9V7sQX-61jVMu-4ioM5G-4ijGEa-VUG3vt-87CvBM-6ZD7By-fVVb9M-6ZCVxw-4ijGFg-fGuxws-d8SiJm-nYSHDi-nGFvFf-c9NJaj-cpWnp1-dDEPoB-a2gh4S-af142g-75h3GL-6UYobE-7oPZc2-286Rz54-o1oDDL-6zG1aj-6UYnQL, both morphs also on http://www.pyrgus.de/Eupholidoptera_chabrieri_en.html"
S04800	Eupholidoptera cretica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04810	Eupholidoptera danconai	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"images of brown indiviudal on GoE, also Field Guide Italy"
S04820	Eupholidoptera epirotica	.	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"images of apparently two brown in Field Guide Greece, invidual with clear green (though not much) on GoE, also https://www.iucnredlist.org/ja/species/45462354/45462379"
S04830	Eupholidoptera feri	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04840	Eupholidoptera forcipata	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04850	Eupholidoptera garganica	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04860	Eupholidoptera gemellata	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04870	Eupholidoptera giuliae	.	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"images of both morphs in Field Guide Greece, also on http://www.pyrgus.de/Eupholidoptera_giuliae_en.html"
S04880	Eupholidoptera hesperica	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	images of green on GoE
S04890	Eupholidoptera icariensis	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	"image of brown nymphae on GoE, image of green, e.g. http://www.focusnatura.at/tettigoniidae-laubheuschrecken-bush-crickets/"
S04900	Eupholidoptera jacquelinae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04910	Eupholidoptera kykladica	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	just one individual on GoE (same on OSF)
S04920	Eupholidoptera latens	.	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"images of brown in Field Guide Greece, green individual on OSF"
S04930	Eupholidoptera leucasi	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04940	Eupholidoptera magnifica	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"images of green on GoE, images of both, including (almost) brown on http://www.pyrgus.de/Eupholidoptera_magnifica_en.html, also brown nymphae on flickr"
S04950	Eupholidoptera mariannae	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04960	Eupholidoptera megastyla	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"images of two brown in Field Guide Greece, images of both morphs on GoE"
S04970	Eupholidoptera pallipes	.	mono	absent	mono-absent	green	absent	absent	absent	.	.	.
S04980	Eupholidoptera parsina	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	image of brown on http://www.pyrgus.de/Eupholidoptera_prasina_en.html
S04990	Eupholidoptera schmidti	short	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	image of brown on http://www.pyrgus.de/Eupholidoptera_schmidti_en.html
S05000	Eupholidoptera smyrnensis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"images of two brown in Field Guide Greece, more images of brown on google, e.g. http://www.pyrgus.de/Eupholidoptera_smyrnensis_en.html"
S05010	Eupholidoptera spinigera	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of two brown in Field Guide Greece
S05020	Eupholidoptera tyrrhenica	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"images of brown individuals in Field guide France, image of many green on iNaturalist"
S05030	Eupholidoptera uvarovi	.	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	images of both morphs in Field Guide Greece
S05040	Parapholidoptera castaneoviridis	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	images of two brown in Field Guide Greece
S05050	Parapholidoptera noxia	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	few images of brown on google search
S05060	Parapholidoptera signata	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	few images of brown on google search
S05070	Pholidoptera aptera	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05080	Pholidoptera brevipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05090	Pholidoptera dalmatica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on GoE
S05100	Pholidoptera ebneri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	only one image	https://www.biolib.cz/en/image/id214866/
S05110	Pholidoptera fallax	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	multiple images on GoE
S05120	Pholidoptera femorata	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05130	Pholidoptera frivaldszkyi	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	"multiple images of green on GoE on google, single brown individual on wikipedia not safe ID"
S05140	Pholidoptera griseoaptera	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05150	Pholidoptera littoralis	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"images in OrthopteraApp clearly show mostly green, images in Fauna Moldavia clearly brown"
S05160	Pholidoptera lucasi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05170	Pholidoptera macedonica	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05180	Pholidoptera pustulipes	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05190	Pholidoptera rhodopensis	.	NA	NA	NA	NA	NA	NA	NA	.	no images	.
S05200	Pholidoptera stankoi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05210	Pholidoptera transsylvanica	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05220	Amedegnatiana vicheti	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05230	Anonconotus alpinus	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"brown indiviuals mentioned in Bellmann, images of almost brown in OrthopteraApp, image of clear brown on GoE"
S05240	Anonconotus apenninigenus	short	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	abundances unclear	brown to green mentioned in Fauna Italy
S05250	Anonconotus baracunensis	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"images of both morphs on http://www.pyrgus.de/Anonconotus_baracunensis.html, also Bellmann France"
S05260	Anonconotus ghiliani	short	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	images of both morphs on http://www.pyrgus.de/Anonconotus_ghilianii.html
S05270	Anonconotus italoaustriacus	short	mono	absent	mono-absent	green	absent	absent	absent	.	.	no image of brown individual found
S05280	Anonconotus ligustinus	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	images of both morphs on http://www.pyrgus.de/Anonconotus_ligustinus.html
S05290	Anonconotus mercantouri	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	images of both morphs on http://www.pyrgus.de/Anonconotus_mercantouri.html
S05300	Anonconotus occidentalis	short	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	"images of green on GoE, images of both morphs on google search and http://www.pyrgus.de/Anonconotus_occidentalis.html"
S05310	Anonconotus pusillus	short	dominant	regular	dominant-regular	polymorphic	absent	absent	absent	.	.	"images of one brown and one with small parts green on OSF, images of both morphs on http://www.pyrgus.de/Anonconotus_pusillus.html (though still with slight green)"
S05320	Anonconotus sibyllinus	short	common	dominant	common-dominant	polymorphic	absent	absent	absent	.	.	"images of both morhs on OSF, image of brown on iNaturalist"
S05330	Antaxius (Antaxius) kraussii	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	"images of brown on GoE, also brown individuals from google search"
S05340	Antaxius (Chopardius) beieri	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
S05350	Antaxius (Chopardius) chopardi	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	many green and a few less of brown on google saerch
S05360	Antaxius (Chopardius) florezi	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05370	Antaxius (Chopardius) hispanicus	.	regular	dominant	regular-dominant	polymorphic	absent	absent	absent	.	.	"Field guide Austria, a few green on google search"
S05380	Antaxius (Chopardius) pedestris	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	doubtful green individual on https://www.inaturalist.org/observations/29727905
S05390	Antaxius (Chopardius) sorrezensis	.	dominant	common	dominant-common	polymorphic	absent	absent	absent	.	.	quite a few images of both morphs on google search
S05400	Antaxius (Chopardius) spinibrachius	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05410	Antaxius (Cyrnantaxius) bouvieri	.	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05420	Antaxius (Hoelzeliana) difformis	short	absent	mono	absent-mono	brown	absent	absent	absent	.	.	.
S05430	Anterastes serbicus	short	rare	dominant	rare-dominant	polymorphic	absent	absent	absent	.	.	"image of greenish individual in Field Guide Greece, quite many images of brown on GoE"
S05440	Bicolorana bicolor	polymorph	dominant	rare	dominant-rare	polymorphic	absent	absent	absent	.	.	"image in Bellmann France, also own images"
S05450	Bicolorana burri	.	NA	NA	NA	NA	NA	NA	NA	.	.	.
